lat;lng
44.3529499312;-76.3405500648
44.4130760808;-76.3142739937
44.355843678;-76.5859331895
44.3292694602;-76.5395714577
44.2899426084;-76.4547071953
44.4183509947;-76.291653007
44.2677841452;-76.6390948672
44.2489977813;-76.4024374331
44.2890067668;-76.3271327361
44.3714052609;-76.2707512192
44.3006979369;-76.3126703473
44.3323909794;-76.2356499188
44.2611919913;-76.3827495855
44.2601616589;-76.3819238413
44.3513256896;-76.6835004655
44.2851604308;-76.6355409471
44.3890954505;-76.2907265442
44.3126630111;-76.5404433394
44.3086635475;-76.2901865095
44.3228566607;-76.2884887062
44.2969444789;-76.4024058054
44.2935619621;-76.4138861722
44.294695903;-76.4092289893
44.314473356;-76.459527034
44.3678652307;-76.2567046155
44.3687363877;-76.2723520771
44.3712880839;-76.2447926046
44.3319320616;-76.2464847822
44.3022973068;-76.2882660946
44.3066812626;-76.4143275842
44.283402123;-76.3360207184
44.3444673927;-76.3493889548
44.3167470896;-76.4874861998
44.3508598987;-76.6941132268
44.3573664528;-76.3476929784
44.2617320576;-76.3793334731
44.3581628796;-76.3493243732
44.3050320214;-76.349192016
44.3014850001;-76.3545826261
44.3007748548;-76.3677960736
44.4179598548;-76.3047735342
44.3451697699;-76.5685636898
44.3511407243;-76.5811658794
44.3540736365;-76.2941225816
44.2834798665;-76.4152656603
44.2830562186;-76.4160373698
44.2655545256;-76.4048539226
44.270957456;-76.4064303636
44.4120349928;-76.3081158186
44.41394534;-76.3055846526
44.4137549222;-76.3050178598
44.4135011913;-76.305266559
44.4132164509;-76.3053885209
44.4144442785;-76.3045938358
44.4162692564;-76.3042183425
44.2969876625;-76.3971460006
44.2923205385;-76.6394794475
44.2954261509;-76.6698222555
44.2941911066;-76.4573019065
44.348041067;-76.5907126932
44.3589658628;-76.2877486176
44.3488003571;-76.2718812415
44.3672537014;-76.2825500743
44.3696655588;-76.2638977335
44.3711530698;-76.2676783766
44.3361779323;-76.3646342228
44.3795856048;-76.3146469451
44.2952703118;-76.4378645296
44.2994332377;-76.5399460712
44.3281530029;-76.6584774435
44.2746970699;-76.6240960943
44.3598510682;-76.3509005469
44.3395852622;-76.434940479
44.2454700442;-76.4138148352
44.2831665797;-76.3519597674
44.3232932369;-76.482576188
44.3538459973;-76.6219406589
44.3217749236;-76.4182824866
44.3675606373;-76.3057396824
44.2680408678;-76.4084122701
44.412832314;-76.3079399002
44.3525746243;-76.6256609924
44.3220252753;-76.5817968861
44.308912636;-76.283757871
44.4148534726;-76.307427094
44.4156776248;-76.3067867697
44.3030094749;-76.5343792351
44.3164146876;-76.5388363928
44.3122381256;-76.5852853532
44.3002666392;-76.5403948511
44.4187128459;-76.3056226989
44.4545558613;-76.2547426845
44.4560832809;-76.2676812141
44.3041119606;-76.5417887221
44.4436650011;-76.2745016256
44.3076377525;-76.3611397181
44.3006859659;-76.576896374
44.3058178084;-76.6169354774
44.2972603228;-76.5680343478
44.3429837523;-76.5859570495
44.4446016825;-76.2740846885
44.4445051159;-76.274469808
44.3473924434;-76.6083331976
44.4386303825;-76.2752548846
44.4425933147;-76.2763320447
44.4346239462;-76.2869964826
44.4420198393;-76.2773360413
44.4406737658;-76.2803660182
44.3150762961;-76.2527137876
44.4356071282;-76.2832198168
44.4245165715;-76.2985879307
44.2458465897;-76.6398119792
44.3377334485;-76.3912632352
44.4142621834;-76.2543457729
44.2909765988;-76.3197104702
44.2900380852;-76.3197869958
44.2932876694;-76.319413497
44.2586318859;-76.3716261575
44.2581791198;-76.3738479907
44.2590606096;-76.3738121469
44.4213133061;-76.3026301026
44.4193572763;-76.3050192142
44.4188353975;-76.306508482
44.4202056703;-76.3046208457
44.4187293549;-76.3077343914
44.4185406903;-76.3080874507
44.3007257681;-76.5017608725
44.3067081793;-76.4651757859
44.3063705227;-76.4642516201
44.3069425594;-76.4638286918
44.3082446695;-76.4633437183
44.3081675437;-76.4629457403
44.3073886154;-76.4635681672
44.3061579512;-76.4647639724
44.2644906912;-76.6407716476
44.3091507125;-76.4633436777
44.3061355455;-76.4640341609
44.3067102811;-76.4633951531
44.3068316983;-76.4634312218
44.3052988025;-76.4650625597
44.307665395;-76.4630345822
44.306238493;-76.4637528304
44.3082306672;-76.4646054952
44.3078984258;-76.4630407724
44.3011859299;-76.576939261
44.3014564912;-76.576962056
44.3013445229;-76.5767224696
44.3010824123;-76.5766981198
44.3014608412;-76.5764868068
44.3015369296;-76.5762079431
44.3004237869;-76.5768777109
44.3004130282;-76.5773573855
44.300320084;-76.5773382115
44.3004922671;-76.5771137618
44.3003706638;-76.5770973246
44.300330706;-76.5766148057
44.300562187;-76.5764012503
44.3161411674;-76.5300483396
44.2897505519;-76.4553266363
44.301773673;-76.466160428
44.3026078957;-76.4670913557
44.2930525662;-76.4421788023
44.2943497131;-76.438074018
44.3802976176;-76.3294371387
44.3840585136;-76.3263772213
44.3831907304;-76.3269336492
44.2988432323;-76.4637413141
44.2979669503;-76.4643273692
44.3208248603;-76.6735367947
44.4155888718;-76.3052841305
44.4153736876;-76.3056865988
44.299088093;-76.4665554476
44.2999009641;-76.4265636734
44.2966884424;-76.3085904307
44.2956059412;-76.305732391
44.2995700336;-76.3113882248
44.2998712767;-76.311355216
44.3070830766;-76.3022096446
44.2967767899;-76.4589465597
44.2956549507;-76.4593138371
44.3025049765;-76.3018828052
44.2867616901;-76.6578474067
44.2994808656;-76.4630090565
44.2987374347;-76.4633122604
44.272117522;-76.6208075735
44.2724771399;-76.6233841337
44.2725425029;-76.6245760688
44.3015793282;-76.4628646184
44.3012852249;-76.4624927151
44.2978551844;-76.4571820948
44.2986430894;-76.4653988428
44.2986870118;-76.4649873567
44.269044386;-76.6248699479
44.3012800204;-76.4608416475
44.2989872615;-76.4587467761
44.2989780132;-76.4578390518
44.2993707793;-76.4583753176
44.300649328;-76.4663484307
44.2934900316;-76.4453904997
44.2932224564;-76.445062441
44.3003701317;-76.4656414868
44.293661787;-76.4451042035
44.2935449482;-76.444521116
44.3017399319;-76.459153686
44.2959167433;-76.4602623443
44.3063297676;-76.349810604
44.2778810958;-76.6076000353
44.3249001909;-76.5407020277
44.3102618041;-76.6726944609
44.3081200287;-76.520958408
44.3160126652;-76.4635727886
44.3185797538;-76.478837986
44.456188307;-76.2477140339
44.2916966397;-76.3940195396
44.2578464721;-76.3751627574
44.3073373738;-76.5207958984
44.3836139234;-76.2949197908
44.2533399815;-76.4123655104
44.3058309174;-76.4216264024
44.2960868171;-76.4292468693
44.3696292796;-76.3084947646
44.40812761;-76.2826061262
44.3013057973;-76.5402205059
44.2985171678;-76.5595253593
44.3200467304;-76.5130466122
44.3512958339;-76.6236869606
44.3192709818;-76.5188931407
44.3068245281;-76.4232057469
44.294737202;-76.3993452917
44.3440035179;-76.4518294666
44.3071182374;-76.4250116521
44.3309434455;-76.4566760655
44.4651526745;-76.2735947865
44.3073350353;-76.5202746911
44.299019834;-76.4082231819
44.4183354889;-76.3071389955
44.3014285802;-76.540598913
44.3058015576;-76.4133446467
44.2950734189;-76.65326732
44.3082668505;-76.4222583081
44.3276459404;-76.4585242517
44.3196848692;-76.5416616409
44.3068083817;-76.2553737971
44.2777830511;-76.6172584922
44.2966615687;-76.4257688288
44.3007161151;-76.5761624069
44.3017266418;-76.3729869527
44.3174861161;-76.4200461119
44.3203643183;-76.517114863
44.3162719875;-76.5236663943
44.2562995391;-76.384490805
44.2800486648;-76.3995879441
44.3412320092;-76.4506337472
44.3075671349;-76.5206559761
44.3264233334;-76.5013955307
44.3089751951;-76.5408584782
44.3027422007;-76.4560155172
44.341743585;-76.5114035731
44.367399928;-76.282579865
44.3035899295;-76.3451477289
44.3084254724;-76.421270805
44.3015105026;-76.5936733429
44.301828182;-76.3468155425
44.2881691298;-76.3185145469
44.368056359;-76.2593983033
44.2510781236;-76.4044709456
44.3002387362;-76.5392028244
44.385855414;-76.2407765302
44.2961815296;-76.4323047919
44.3797442738;-76.3268507952
44.4523552665;-76.2697756195
44.3078639483;-76.4235840014
44.3205236816;-76.4617355483
44.3197964451;-76.5210675801
44.2532811774;-76.3877004686
44.3682176922;-76.2678330574
44.3160618626;-76.254621305
44.3016499954;-76.3679974464
44.286328421;-76.6341718311
44.3011848405;-76.4574449252
44.3392148296;-76.5111016588
44.3462575634;-76.3092721402
44.320466832;-76.4812965215
44.3038696479;-76.3271111454
44.3049571297;-76.4209384438
44.2651468692;-76.3833949532
44.309759656;-76.2444095825
44.2872105463;-76.3327522196
44.3330032602;-76.7008870847
44.3104785798;-76.3024842416
44.2947254692;-76.4257658203
44.434175497;-76.2934311239
44.2488666834;-76.4061305064
44.3002833005;-76.5461555663
44.3199541649;-76.5044739933
44.3313572091;-76.4565201131
44.4172574713;-76.310734806
44.2494940357;-76.4061480463
44.3077999275;-76.2599768521
44.2807021148;-76.3470870979
44.3119061511;-76.4133716193
44.3198051842;-76.5079314465
44.3187838504;-76.5326211719
44.2680161363;-76.3658427104
44.2547082159;-76.3888463694
44.3045077909;-76.3394613459
44.319107473;-76.5010970251
44.3130984017;-76.412305607
44.3020218106;-76.5259317601
44.302826008;-76.3270986597
44.310008963;-76.2725981633
44.2829403538;-76.3262548645
44.2901351804;-76.4209423724
44.4050696616;-76.3039360592
44.294738576;-76.5159049422
44.4115874165;-76.269281835
44.2573973629;-76.3851988754
44.3059708729;-76.283130782
44.2572409361;-76.4054363915
44.3188353318;-76.478863265
44.309617754;-76.2650449756
44.3185041584;-76.2456037382
44.3062975065;-76.4197326759
44.2607133583;-76.3808804513
44.3056841348;-76.4215954746
44.2797085048;-76.651760319
44.2919883839;-76.4139597416
44.3071143135;-76.4218159437
44.3775059869;-76.297493649
44.2673422242;-76.6247758239
44.259103438;-76.3719631179
44.3189619573;-76.5377876118
44.2828014343;-76.5441630466
44.3573492579;-76.3062767845
44.3097556794;-76.4128111991
44.317277506;-76.4385907975
44.3192457961;-76.5008116056
44.3073262004;-76.3532378107
44.3139664386;-76.4874062672
44.3191609476;-76.5497128498
44.3348789686;-76.6211462603
44.301013828;-76.5761788061
44.2597321181;-76.3822028941
44.2941787773;-76.4118745188
44.2541775781;-76.3871572384
44.3063196155;-76.4222454828
44.3063687311;-76.3148535204
44.3201853577;-76.4946005133
44.3427859185;-76.3356284036
44.3509608758;-76.3079779157
44.264862428;-76.6242677079
44.319847702;-76.4306485056
44.4160999735;-76.3087701066
44.2968711436;-76.5601841885
44.3369237372;-76.3045527928
44.2996498581;-76.5173132602
44.308599842;-76.421711877
44.339764805;-76.5103125699
44.3182301912;-76.4960775897
44.3484283954;-76.5705524141
44.339234189;-76.6612452724
44.3202779073;-76.4915118812
44.3188708989;-76.4315497415
44.2561565482;-76.3904545841
44.3181329233;-76.4352859058
44.3207184194;-76.4728411881
44.2848038102;-76.5440743384
44.3378268801;-76.5042167407
44.2761472873;-76.3833300903
44.4063081852;-76.2721954336
44.3003145342;-76.3113706237
44.3204316813;-76.5147912177
44.2995624289;-76.5751345874
44.2593751584;-76.3691391366
44.2746379069;-76.6606529922
44.4144047285;-76.2519962404
44.3313475026;-76.2818583454
44.3013518143;-76.3617890126
44.3175665789;-76.4187898999
44.3036998843;-76.3799048874
44.3277840201;-76.3845236037
44.3557217274;-76.5732715777
44.2988029536;-76.5748455418
44.3360844674;-76.620145689
44.3074509114;-76.4244254063
44.3049232527;-76.3510534024
44.2483563408;-76.4107737564
44.3334120924;-76.6261600778
44.3079793566;-76.3531430871
44.3553517894;-76.2870242045
44.2800128064;-76.3278510363
44.3360727539;-76.4555221341
44.3052044311;-76.3206785405
44.3002988866;-76.29217068
44.3258765651;-76.3789129845
44.3020443116;-76.3687219861
44.3178022428;-76.5903512089
44.4164528484;-76.3120294911
44.2659625733;-76.6273103771
44.3036415093;-76.3752286354
44.3089695821;-76.5212304344
44.2998939648;-76.3883774292
44.3154116426;-76.4628440016
44.3203512341;-76.500628143
44.2989780425;-76.5399702251
44.2914270707;-76.538074536
44.3362522329;-76.6111768655
44.3204824189;-76.6557499401
44.3623187174;-76.3301142902
44.2944071968;-76.6559440475
44.2990534933;-76.3846492144
44.3076206983;-76.4216034685
44.300584633;-76.4578804625
44.3073284618;-76.4236514292
44.3107508342;-76.2691269894
44.3203804967;-76.5081967991
44.3341742204;-76.3053921629
44.3015360439;-76.39914717
44.4147491626;-76.2445253087
44.3315411149;-76.540007631
44.3642784442;-76.3263255245
44.2571090966;-76.3834738154
44.3088644639;-76.4247992323
44.3109292856;-76.5215659872
44.4147246214;-76.3106698863
44.312866203;-76.3474428035
44.3192156459;-76.502556791
44.3392605333;-76.5384001609
44.3692819154;-76.2715733327
44.4632457291;-76.2816241307
44.3074113046;-76.4241344561
44.2953130795;-76.6550265771
44.2977593467;-76.4297756248
44.3307612532;-76.2955084446
44.3188031159;-76.523000395
44.2570336672;-76.3851793462
44.3201525954;-76.4942962897
44.2982085117;-76.3880954093
44.299369634;-76.5536599307
44.3462439771;-76.2989660371
44.3111443151;-76.2702891571
44.2983129739;-76.3922635483
44.2522995018;-76.3898402659
44.3197091941;-76.4983905579
44.4669451465;-76.2793548179
44.3001070653;-76.4289563153
44.3293196708;-76.2744061836
44.3054083787;-76.3080503408
44.2596202379;-76.3693490657
44.3229186575;-76.5030473953
44.2575071793;-76.3812937214
44.3204128894;-76.4992057387
44.3034424306;-76.3710230473
44.3032891421;-76.2750905394
44.348164005;-76.5731702287
44.3064914113;-76.5200872884
44.3073935702;-76.3430408552
44.3388735053;-76.5605824946
44.3404843818;-76.5333090602
44.2994464642;-76.5526410822
44.2667110288;-76.6450162966
44.3124724852;-76.2814229443
44.3230427549;-76.5036377129
44.2710486105;-76.6219805366
44.3406929014;-76.5060577061
44.2907702509;-76.3189467415
44.3202234511;-76.5064458386
44.3430734263;-76.359575426
44.2905472096;-76.3965115533
44.3166936727;-76.5099356732
44.2918539053;-76.3619662664
44.3190658882;-76.5448010478
44.2815349552;-76.4154684662
44.2796186901;-76.4120332172
44.2954218906;-76.5014547694
44.2603167298;-76.3709297812
44.3034653604;-76.5754551503
44.2987516942;-76.3909740467
44.24980639;-76.4047822778
44.3490657028;-76.626831158
44.2633416997;-76.6479201188
44.2998224038;-76.5419607689
44.2966673133;-76.4288340503
44.2886822382;-76.3187450171
44.3557860461;-76.5704613389
44.3111765593;-76.2488146881
44.3352291579;-76.3510379754
44.3206148872;-76.5156893816
44.2496442853;-76.4093316032
44.3002215591;-76.4297442074
44.3012130506;-76.5767120407
44.3289156365;-76.2791490268
44.297680951;-76.4279420369
44.4067326434;-76.3190035606
44.3414084966;-76.4421040791
44.319217748;-76.5385067867
44.3370657711;-76.6065732388
44.2575865074;-76.38387101
44.3702379606;-76.292808331
44.342404743;-76.3605310794
44.3411265044;-76.5022842029
44.4463422656;-76.2540752556
44.306537335;-76.2638732064
44.2506098589;-76.4054945159
44.3209438029;-76.4662107681
44.3405121613;-76.5039252845
44.3892814253;-76.2944697793
44.4119854455;-76.3140081059
44.3005855185;-76.4897958741
44.2947603812;-76.605421354
44.3328742916;-76.666591889
44.3056172162;-76.4624116202
44.2590534051;-76.3804320773
44.3011354886;-76.4303120003
44.2951872618;-76.6577467284
44.271224912;-76.62337843
44.3069265647;-76.6169600581
44.3206843305;-76.4757555491
44.4133121872;-76.2856671694
44.3173388138;-76.5923574278
44.2511171055;-76.3909927578
44.3189282427;-76.4956369094
44.3381322549;-76.5593252262
44.3615824238;-76.3154369831
44.4063978324;-76.2690861814
44.3060857572;-76.6833553202
44.3152553621;-76.3598769541
44.3542191951;-76.3445529793
44.2891359359;-76.3345176273
44.3295122119;-76.5020839655
44.3185330224;-76.4968188417
44.2924727768;-76.3881547653
44.3201831594;-76.4956188359
44.3537774202;-76.2802902684
44.2586682902;-76.3744970489
44.315948106;-76.628612003
44.310334613;-76.6071613712
44.3463612317;-76.3337286949
44.2705807689;-76.6230541941
44.3139759903;-76.25295728
44.2704524538;-76.6233672351
44.2490184473;-76.4042317152
44.3232804308;-76.5027596506
44.2878451695;-76.318830514
44.3350581339;-76.3702918531
44.2547570791;-76.3879616506
44.3133672891;-76.4640934151
44.3579731553;-76.3104719451
44.3184626676;-76.4980303483
44.3001925989;-76.5429011158
44.3065653178;-76.4230079535
44.3404840112;-76.5044855404
44.3876751762;-76.2413244963
44.3067589679;-76.4223784061
44.3046427747;-76.4178299767
44.3009845503;-76.3531385113
44.3322779109;-76.6248069346
44.3109131521;-76.5207707695
44.3204407627;-76.4975121483
44.3696210418;-76.2612396185
44.3388018288;-76.2746638551
44.4689607005;-76.2772704221
44.36095053;-76.2770935703
44.3130133301;-76.2514603317
44.3282194103;-76.4582161329
44.286183288;-76.6585121952
44.4050305742;-76.2993334746
44.3530575246;-76.6183568295
44.3206300613;-76.4627787159
44.299491859;-76.5557739079
44.3389317731;-76.5639939547
44.2502179985;-76.4101448568
44.3133198524;-76.477466477
44.3335735492;-76.456597244
44.4058402941;-76.2597173024
44.280240807;-76.6274765372
44.3199747525;-76.4619662469
44.2870309822;-76.3192756525
44.2940103825;-76.4356594299
44.2776675687;-76.5968498117
44.2802856919;-76.3308823115
44.2976414594;-76.5594682941
44.2775974867;-76.3526700593
44.2967714915;-76.309324942
44.4636652709;-76.2831396506
44.3085965704;-76.4213510471
44.3166338546;-76.4115327458
44.328922034;-76.3621702827
44.2894101032;-76.6375131131
44.2811338894;-76.3285392233
44.2514030805;-76.4036734305
44.2525069149;-76.3894129232
44.2773598736;-76.6116560661
44.3400635536;-76.5880825693
44.3302705399;-76.4574363076
44.3074454758;-76.4215763138
44.3191100902;-76.54194933
44.3438291586;-76.3241009078
44.3449971002;-76.36139455
44.2437974788;-76.4113959592
44.3130996162;-76.6113926034
44.3621055758;-76.3327722643
44.3176974432;-76.5798822885
44.4693256772;-76.2755528254
44.2942596604;-76.4262083741
44.3072063135;-76.411715884
44.3444823559;-76.3048411818
44.3489262838;-76.572118424
44.4114778614;-76.2770834542
44.2471929069;-76.4091915468
44.352539655;-76.572330861
44.3020067446;-76.3606024204
44.2970123181;-76.3049076872
44.3860931674;-76.2856632198
44.3201349286;-76.493969928
44.3326736395;-76.6936105748
44.2554665244;-76.3900431915
44.2989346913;-76.5625478785
44.3392705777;-76.5573781504
44.3211488418;-76.4829571788
44.2565706108;-76.656429295
44.3542989824;-76.6224107181
44.3083105283;-76.4225283297
44.3611886995;-76.3357174547
44.2574508078;-76.6552419882
44.3575092066;-76.5822893134
44.3055129374;-76.4223041874
44.3009277626;-76.5268112891
44.2710311647;-76.62338318
44.3057209615;-76.5204852401
44.297166224;-76.5791351287
44.2971874643;-76.5969260329
44.3004200448;-76.4012133984
44.3147529222;-76.5210789532
44.3064692975;-76.4212275453
44.3210809205;-76.4591699323
44.326366204;-76.4165402666
44.3568161037;-76.307424494
44.3002499019;-76.4268813236
44.3116199905;-76.5209815632
44.3304767477;-76.3804060206
44.3199044127;-76.517537952
44.4166362313;-76.3075076181
44.2698481177;-76.6248635808
44.3077874974;-76.4190745311
44.2796054985;-76.329710482
44.3157263645;-76.6193029098
44.2592020756;-76.3706381035
44.3187817665;-76.543665755
44.3092961895;-76.288442276
44.2985632877;-76.2937610668
44.2493513445;-76.408776426
44.3004468168;-76.310886262
44.3216152232;-76.5144868848
44.2999559988;-76.5366486122
44.3060495058;-76.3494691327
44.4637963669;-76.2801156875
44.3390810459;-76.5556542612
44.319737659;-76.5111946462
44.2513080685;-76.4074914724
44.3199697137;-76.4789184515
44.3098729939;-76.247294462
44.2588213352;-76.3715518533
44.3151074552;-76.642121946
44.3303785284;-76.3767715832
44.3094458859;-76.4132222204
44.319890579;-76.2337721093
44.346307329;-76.5797616496
44.2495467351;-76.4120533834
44.2973725052;-76.4265247015
44.270983579;-76.6204006535
44.3081897422;-76.42356844
44.318869486;-76.5029287558
44.2838822415;-76.5439619276
44.2805473462;-76.6649283116
44.3180690306;-76.5418189874
44.3173684389;-76.6723565207
44.2950513501;-76.6662204218
44.2976429459;-76.5893817556
44.2949709842;-76.5015097342
44.3061755727;-76.5211044713
44.2965441202;-76.4317954126
44.3183736685;-76.3313814135
44.3472122845;-76.5815927274
44.3520999063;-76.6908292528
44.3839509102;-76.3072639693
44.3066998473;-76.6176526794
44.359186592;-76.3397705857
44.3076445913;-76.2631395613
44.3361256314;-76.6251023957
44.3187874504;-76.5426349767
44.2856812915;-76.6299466252
44.3366264502;-76.3653971505
44.3161737181;-76.4650723197
44.295533779;-76.6534265904
44.2980814953;-76.5397743934
44.3191341803;-76.535780813
44.2662486127;-76.6295194289
44.3005910246;-76.5761462836
44.3673485778;-76.2732883745
44.3181790024;-76.5684345562
44.3119349177;-76.6109007886
44.267259358;-76.6335977408
44.3432636083;-76.4511049965
44.2569412624;-76.3822133963
44.3001608649;-76.3999674051
44.3547428493;-76.5706091706
44.3003792744;-76.4729195892
44.3687548283;-76.2637260101
44.3064051845;-76.4194138659
44.3188887293;-76.5004222943
44.2593166608;-76.3804358541
44.3387746266;-76.5539882579
44.2932681687;-76.518286275
44.3867493165;-76.2842061109
44.3063138856;-76.4128580779
44.2561568394;-76.3893561978
44.3102690669;-76.2697256971
44.2676390993;-76.3654287238
44.3451353745;-76.3579800472
44.2996526963;-76.5646939985
44.3024603831;-76.2877465061
44.3002696536;-76.5202842084
44.3394645724;-76.4480125876
44.2984728534;-76.4198470222
44.2581781838;-76.3735427269
44.2681657661;-76.6248294985
44.2783206726;-76.5978466579
44.3437465965;-76.6562978634
44.306434973;-76.423692422
44.4670704102;-76.2787988605
44.3748572806;-76.2758220167
44.366789283;-76.2903015878
44.2841335949;-76.3275951181
44.2958435382;-76.4330160236
44.3530056315;-76.2471529585
44.2543136412;-76.3894341346
44.2573386568;-76.3836239436
44.4571923214;-76.2670931865
44.2465983274;-76.4082617649
44.3336088716;-76.4561530804
44.3202427431;-76.5053676765
44.2679586475;-76.6247773227
44.3091966482;-76.2656952534
44.2781384359;-76.3316251867
44.3050891738;-76.4636667845
44.2850679506;-76.3276836102
44.3722391939;-76.3318566635
44.2567205232;-76.657336801
44.311285503;-76.5022970505
44.2797447989;-76.4077740733
44.3061003199;-76.4224315222
44.4411809799;-76.2907325723
44.3433833548;-76.6763320068
44.3113289604;-76.6074201669
44.3217390527;-76.5787035624
44.3193633754;-76.5362699839
44.2688584563;-76.624417881
44.3003407647;-76.5168009076
44.2977330796;-76.5873949645
44.3403729878;-76.5039212679
44.3002382223;-76.5196314608
44.2996230621;-76.4048675504
44.2697016284;-76.6211115982
44.2811005268;-76.4020742712
44.2543152025;-76.3867979469
44.3167426315;-76.5410590474
44.2998969883;-76.5288363177
44.3052464792;-76.4630381123
44.3318182921;-76.3764464708
44.2607112012;-76.3806631934
44.3528064703;-76.6860346058
44.3180798508;-76.4034554361
44.3171850743;-76.4940183208
44.3476082433;-76.2819932195
44.3387820616;-76.5577373408
44.3393384497;-76.5606284035
44.3053189093;-76.3193436183
44.3313332188;-76.540227017
44.3088038915;-76.2589292718
44.3445047091;-76.3212132884
44.356964164;-76.5974042814
44.2959733171;-76.5599405267
44.3566165509;-76.3037389801
44.3195457692;-76.5341688076
44.2921432981;-76.6486999805
44.3073915027;-76.574710549
44.4672672805;-76.2566771268
44.3011562282;-76.6770167132
44.2538352488;-76.3875813434
44.2691001375;-76.3617832028
44.2918674525;-76.4144613961
44.2517936277;-76.3899889841
44.3063593332;-76.2587821634
44.3408851095;-76.5127588208
44.3001324358;-76.5260675858
44.2571035513;-76.3900982766
44.3054774962;-76.5187479584
44.3006221595;-76.3784099111
44.244269779;-76.4126854755
44.466139281;-76.2610949137
44.3442563515;-76.4508881051
44.248148177;-76.414330133
44.316737256;-76.2520499003
44.3452106458;-76.5902495965
44.3063026576;-76.4203198577
44.3178901752;-76.5630162288
44.3084365568;-76.4135450017
44.3196618159;-76.5122854593
